,Address,Location
1368,"2250 W 13TH ST,Chicago,IL","(41.865106, -87.68315899999999)"
1369,"6024 W WARWICK AVE,Chicago,IL","(41.94894499999999, -87.777823)"
1370,"8914 S BUFFALO AVE,Chicago,IL","(41.733009, -87.5450591)"
1371,"1811 S THROOP ST,Chicago,IL","(41.8574835, -87.6586732)"
1372,"4800 N LAVERGNE AVE,Chicago,IL","(41.9677224, -87.7523879)"
1373,"4747 S UNION AVE,Chicago,IL","(41.8075106, -87.6424668)"
1374,"6410 S ELLIS AVE,Chicago,IL","(41.7778597, -87.60039809999999)"
1375,"305 N KOSTNER,Chicago,IL","(41.885982, -87.73563279999999)"
1376,"223 N KEELER AVE,Chicago,IL","(41.884245, -87.72974599999999)"
1377,"1700 W 83RD ST,Chicago,IL","(41.7433814, -87.6659482)"
1378,"300 W 18TH ST,Chicago,IL","(41.85771260000001, -87.6350111)"
1379,"5815 S HOMAN AVE,Chicago,IL","(41.7874363, -87.70768389999999)"
1380,"8950 S COTTAGE GROVE AVE,Chicago,IL","(41.731463, -87.6051109)"
1381,"7348 N PAULINA ST,Chicago,IL","(42.0152489, -87.6729581)"
1382,"2106 W ADAMS ST,Chicago,IL","(41.8788268, -87.67937649999999)"
1383,"2250 N CLIFTON AVE,Chicago,IL","(41.9229612, -87.6576992)"
1384,"2400 E 105TH ST,Chicago,IL","(41.7056963, -87.5644536)"
1385,"5200 N ASHLAND AVE,Chicago,IL","(41.9764074, -87.6698278)"
1386,"501 E 90TH PL,Chicago,IL","(41.7301204, -87.61119959999999)"
1387,"9300 S PRINCETON AVE,Chicago,IL","(41.72570100000001, -87.630464)"
1388,"5131 S LINDER AVE,Chicago,IL","(41.7995187, -87.7600428)"
1389,"707 E 37TH ST,Chicago,IL","(41.8274419, -87.6080624)"
1390,"3110 W GRAND AVE,Chicago,IL","(41.8980721, -87.70466449999999)"
1391,"1501 W RANDOLPH ST,Chicago,IL","(41.8851415, -87.666066)"
1392,"1236 W 103RD ST,Chicago,IL","(41.707014, -87.6541104)"
1393,"2636 N KIMBALL AVE,Chicago,IL","(41.9293972, -87.71221100000001)"
1394,"1362 E 59TH ST,Chicago,IL","(41.78802779999999, -87.5939404)"
1395,"4248 W 47TH ST,Chicago,IL","(41.80821419999999, -87.7306844)"
1396,"1641 W 16TH ST,Chicago,IL","(41.859406, -87.6679035)"
1397,"1014 E 47TH ST,Chicago,IL","(41.8099654, -87.6005806)"
1398,"7001 W 59TH ST,Chicago,IL","(41.7844635, -87.79617100000002)"
1399,"9510 S PROSPECT AVE,Chicago,IL","(41.7205567, -87.66589929999999)"
