Name,Type,Address,total,bike ped,serious/fatal,youth,speed,2014Rank,Location,Latitude,Longitude
Calumet Park,Park,9801 S AVENUE G,132.0,8.0,8.0,39.0,35.0,385.0,"(41.7178298, -87.5306437)",41.7178298, -87.5306437
Cameron,School,1234 N MONTICELLO AVE,256.0,22.0,6.0,45.0,60.0,111.0,"(41.9040722, -87.7182183)",41.9040722, -87.7182183
Camras,School,3000 N MANGO AVE,49.0,3.0,1.0,1.0,8.0,1246.0,"(41.93535929999999, -87.7703738)",41.93535929999999, -87.7703738
Canal Origins,Park,2701 S ASHLAND AVE,42.0,0.0,2.0,7.0,7.0,1160.0,"(41.842111, -87.6657575)",41.842111, -87.6657575
Canter Middle,School,4959 S BLACKSTONE AVE,83.0,10.0,2.0,9.0,18.0,875.0,"(41.80465239999999, -87.5900906)",41.80465239999999, -87.5900906
Canty,School,3740 N PANAMA AVE,18.0,2.0,1.0,3.0,4.0,1408.0,"(41.94792899999999, -87.829899)",41.94792899999999, -87.829899
Carc Mary Alyce Remedia,School,8701 SOUTH BENNETT,106.0,14.0,3.0,28.0,36.0,512.0,"(41.7368137, -87.57774789999999)",41.7368137, -87.57774789999999
Cardenas,School,2345 S MILLARD AVE,72.0,11.0,1.0,15.0,18.0,871.0,"(41.84843499999999, -87.71559719999999)",41.84843499999999, -87.71559719999999
Cardenas Modular,School,2406 S CENTRAL PARK AVE,84.0,12.0,1.0,19.0,19.0,780.0,"(41.8477075, -87.7152998)",41.8477075, -87.7152998
Cardinal Bernardin Ctr,School,1651 W DIVERSEY PKWY,248.0,11.0,4.0,19.0,85.0,145.0,"(41.93175859999999, -87.67048679999999)",41.93175859999999, -87.67048679999999
Care A Lot,School,5522 N MILWAUKEE AVE,82.0,2.0,1.0,6.0,25.0,890.0,"(41.9820411, -87.77399489999999)",41.9820411, -87.77399489999999
Care A Lot,School,6441 N CENTRAL AVE,148.0,10.0,4.0,19.0,36.0,466.0,"(41.9985201, -87.7631388)",41.9985201, -87.7631388
Carmen,Park,1224 W CARMEN AVE,220.0,18.0,2.0,22.0,66.0,212.0,"(41.9745965, -87.6608776)",41.9745965, -87.6608776
Carnagie,School,1414 E 61ST PL,29.0,0.0,0.0,2.0,4.0,1382.0,"(41.7835894, -87.5910163)",41.7835894, -87.5910163
Carpenter,Park,6155 S CARPENTER ST,28.0,4.0,1.0,11.0,10.0,1229.0,"(41.78166299999999, -87.650565)",41.78166299999999, -87.650565
Carpenter,School,1250 W ERIE ST,117.0,11.0,0.0,11.0,33.0,622.0,"(41.8939416, -87.6587921)",41.8939416, -87.6587921
Carroll,School,2929 W 83RD ST,28.0,2.0,0.0,6.0,5.0,1334.0,"(41.7421281, -87.6968203)",41.7421281, -87.6968203
Carson,School,5516 S MAPLEWOOD AVE,80.0,6.0,1.0,12.0,8.0,891.0,"(41.793112, -87.687934)",41.793112, -87.687934
Carter,School,5740 S MICHIGAN AVE,102.0,11.0,4.0,27.0,28.0,586.0,"(41.79001179999999, -87.6223529)",41.79001179999999, -87.6223529
Carver,Park,939 E 132ND ST,26.0,2.0,1.0,2.0,5.0,1373.0,"(41.6558488, -87.5986161)",41.6558488, -87.5986161
Carver HS,School,13100 S CARVER DR,17.0,0.0,0.0,6.0,13.0,1316.0,"(42.3327874, -87.8636813)",42.3327874, -87.8636813
Carver Primary,School,901 E 133RD PL,6.0,1.0,1.0,1.0,1.0,1484.0,"(41.653157, -87.6009888)",41.653157, -87.6009888
Casals Pablo,School,3501 W POTOMAC AVE,135.0,10.0,9.0,23.0,31.0,430.0,"(41.90404179999999, -87.71457550000001)",41.90404179999999, -87.71457550000001
Cassell,School,11314 S SPAULDING AVE,17.0,0.0,0.0,0.0,1.0,1464.0,"(41.6875193, -87.70396290000001)",41.6875193, -87.70396290000001
Castellanos School,School,2524 S CENTRAL PARK AVE,143.0,15.0,2.0,28.0,39.0,391.0,"(41.8455403, -87.71514309999999)",41.8455403, -87.71514309999999
Catalpa,Park,4330 S KEDVALE AVE,10.0,0.0,0.0,0.0,1.0,1485.0,"(41.814104, -87.72782099999999)",41.814104, -87.72782099999999
Cather,School,2908 W WASHINGTON BL,231.0,1.0,5.0,26.0,69.0,195.0,"(41.8832454, -87.6993324)",41.8832454, -87.6993324
Catherine Cook School,School,226 W SCHILLER,84.0,11.0,1.0,6.0,18.0,909.0,"(41.9078693, -87.6358492)",41.9078693, -87.6358492
Cedar,Park,5315 N WINTHROP AVE,124.0,9.0,1.0,10.0,27.0,643.0,"(41.9786773, -87.6578954)",41.9786773, -87.6578954
Centennial,Park,6086 N NORTHWEST HWY,59.0,4.0,2.0,10.0,18.0,1013.0,"(41.9920952, -87.7985949)",41.9920952, -87.7985949
Central,Park,721 N CENTRAL PARK AVE,155.0,11.0,1.0,28.0,30.0,375.0,"(41.89431820000001, -87.71627339999999)",41.89431820000001, -87.71627339999999
Challenger,Park,1100 W IRVING PARK RD,339.0,28.0,9.0,36.0,99.0,54.0,"(41.954629, -87.6572544)",41.954629, -87.6572544
Chalmers,School,2745 W ROOSEVELT RD,125.0,16.0,7.0,29.0,36.0,445.0,"(41.8661963, -87.6951283)",41.8661963, -87.6951283
Chamberlain Triangle,Park,4233 S GREENWOOD AVE,33.0,3.0,1.0,12.0,11.0,1106.0,"(41.8173018, -87.5993836)",41.8173018, -87.5993836
Chappell,School,5145 N LEAVITT ST,169.0,8.0,3.0,27.0,43.0,340.0,"(41.9750319, -87.6842531)",41.9750319, -87.6842531
Chase,School,2021 N POINT ST,149.0,19.0,4.0,24.0,37.0,392.0,"(41.918172, -87.6942832)",41.918172, -87.6942832
Chase,Park,4725 N ASHLAND AVE,317.0,29.0,6.0,31.0,90.0,70.0,"(41.9678729, -87.6693414)",41.9678729, -87.6693414
Chavez,School,4747 S MARSHFIELD AVE,203.0,29.0,5.0,31.0,53.0,223.0,"(41.8073824, -87.6657907)",41.8073824, -87.6657907
Cheder Lubavitch Hebre,School,2809 W JARVIS AVE,31.0,0.0,0.0,7.0,11.0,1267.0,"(42.01531689999999, -87.700188)",42.01531689999999, -87.700188
Chestnut,Park,7005 S DANTE AVE,56.0,3.0,1.0,9.0,18.0,962.0,"(41.7677341, -87.58902479999999)",41.7677341, -87.58902479999999
Chicaco Montessori,School,2205 W BELMONT AVE,79.0,2.0,0.0,12.0,13.0,976.0,"(41.9393428, -87.6834526)",41.9393428, -87.6834526
Chicago Acad,School,3400 N AUSTIN AVE,115.0,9.0,3.0,35.0,44.0,419.0,"(41.9430077, -87.77735589999999)",41.9430077, -87.77735589999999
Chicago Acad For The Art,School,1010 W CHICAGO,255.0,55.0,7.0,18.0,88.0,101.0,"(41.8965186, -87.6531728)",41.8965186, -87.6531728
Chicago Agricultural HS,School,3807 W 111TH ST,207.0,8.0,6.0,78.0,72.0,107.0,"(41.6913273, -87.71612239999999)",41.6913273, -87.71612239999999
Chicago Children'S Choir,ASchool,3737 S PAULINA ST,57.0,1.0,2.0,8.0,11.0,1131.0,"(41.8256821, -87.6675037)",41.8256821, -87.6675037
Chicago Christian Acad,School,5110 W DIVERSEY,156.0,10.0,3.0,20.0,39.0,410.0,"(41.93177379999999, -87.7546083)",41.93177379999999, -87.7546083
Chicago Christian Montes,School,5700 N PULASKI RD,88.0,5.0,1.0,19.0,22.0,765.0,"(41.9845136, -87.7287498)",41.9845136, -87.7287498
Chicago Day School,School,541 W HAWTHORNE PL,118.0,11.0,0.0,7.0,41.0,592.0,"(41.9442229, -87.64263179999999)",41.9442229, -87.64263179999999
Chicago Hope Acad,School,2189 W BOWLER ST,64.0,5.0,0.0,3.0,17.0,1066.0,"(41.8701894, -87.6805182)",41.8701894, -87.6805182
Chicago Inter Bucktwn,School,2235 N HAMILTON ST,42.0,4.0,0.0,2.0,10.0,1254.0,"(41.92249839999999, -87.68083229999999)",41.92249839999999, -87.68083229999999
Chicago Inter Longwood,School,1309 W 95TH ST,121.0,4.0,4.0,25.0,25.0,573.0,"(41.7203832, -87.655901)",41.7203832, -87.655901
Chicago Inter Northtown,School,3900 W PETERSON AVE,202.0,4.0,4.0,32.0,57.0,242.0,"(41.9908915, -87.72756849999999)",41.9908915, -87.72756849999999
Chicago Inter Prairie,School,11530 S PRAIRIE AVE,46.0,2.0,2.0,18.0,14.0,1044.0,"(41.6844598, -87.6167782)",41.6844598, -87.6167782
Chicago Inter Washingto,School,6105 S MICHIGAN AVE,41.0,1.0,0.0,5.0,5.0,1287.0,"(41.7834911, -87.62153200000002)",41.7834911, -87.62153200000002
Chicago International _ W,School,2245 N MC VICKER AVE,156.0,11.0,1.0,32.0,42.0,347.0,"(41.9217723, -87.7765625)",41.9217723, -87.7765625
Chicago Jesuit Acad,School,212 S FRANCISCO AVE,127.0,10.0,2.0,31.0,26.0,508.0,"(41.8778555, -87.6991705)",41.8778555, -87.6991705
Chicago Jesuit Acad,School,5058 W JACKSON BLVD,152.0,8.0,4.0,33.0,30.0,360.0,"(41.8771777, -87.7516546)",41.8771777, -87.7516546
Chicago Lighthouse,School,1850 W ROOSEVELT RD,80.0,6.0,2.0,14.0,25.0,807.0,"(41.8672328, -87.6724245)",41.8672328, -87.6724245
Chicago Math & Science,School,7202 N CLARK ST,202.0,18.0,1.0,36.0,59.0,215.0,"(42.0129142, -87.6746679)",42.0129142, -87.6746679
Chicago Military Acad,School,3519 S GILES AVE,135.0,12.0,4.0,27.0,42.0,406.0,"(41.8301051, -87.6189808)",41.8301051, -87.6189808
Chicago Sda Acad,School,7008 S MICHIGAN AVE,108.0,8.0,1.0,22.0,45.0,513.0,"(41.7669482, -87.62223469999999)",41.7669482, -87.62223469999999
Chicago Urban Day Schoo,School,1248 W 69TH ST,87.0,9.0,4.0,11.0,37.0,694.0,"(41.7689197, -87.6563164)",41.7689197, -87.6563164
Chicago Virtual Charter S,cSchool,38 S PEORIA ST,213.0,16.0,5.0,18.0,80.0,193.0,"(41.8808261, -87.65001889999999)",41.8808261, -87.65001889999999
Chicago Vocational HS,School,2100 E 87TH ST,192.0,17.0,14.0,50.0,71.0,151.0,"(41.7384975, -87.5725195)",41.7384975, -87.5725195
Chicago Waldorf School,School,1300 W LOYOLA AVE,65.0,5.0,0.0,3.0,12.0,1116.0,"(42.0016472, -87.6637475)",42.0016472, -87.6637475
Chicago West Side Christi,School,1240 S PULASKI RD,229.0,21.0,11.0,33.0,74.0,125.0,"(41.8652136, -87.7254663)",41.8652136, -87.7254663
Chicago WS Christian,School,1241 S PULASKI RD,209.0,20.0,10.0,30.0,68.0,163.0,"(41.8648675, -87.72478029999999)",41.8648675, -87.72478029999999
Childrens Ctr Outreach,School,12803 S HALSTED ST,74.0,2.0,6.0,24.0,24.0,759.0,"(41.66120799999999, -87.640973)",41.66120799999999, -87.640973
Childrens House Of Miss,TSchool,5480 S KENWOOD AVE,56.0,8.0,3.0,7.0,11.0,1101.0,"(41.7957122, -87.59386119999999)",41.7957122, -87.59386119999999
Chinese Christian Union C,School,2301 S WENTWORTH AVE,173.0,12.0,8.0,25.0,22.0,411.0,"(41.8507437, -87.6316269)",41.8507437, -87.6316269
Chippewa,Park,6758 N SACRAMENTO AVE,29.0,3.0,0.0,8.0,8.0,1280.0,"(42.0046431, -87.7045938)",42.0046431, -87.7045938
Chopin,Park,3420 N LONG AVE,91.0,5.0,1.0,8.0,19.0,867.0,"(41.9432061, -87.762451)",41.9432061, -87.762451
Chopin,School,2450 W RICE ST,247.0,21.0,11.0,27.0,71.0,143.0,"(41.8970977, -87.6885334)",41.8970977, -87.6885334
Chosen Children Of Desti,nSchool,11429 S DR MARTIN LUTHER KIN,62.0,1.0,3.0,10.0,14.0,1043.0,"(41.6863447, -87.61319950000001)",41.6863447, -87.61319950000001
Christ English Lutheran,School,5335 W LE MOYNE ST,52.0,1.0,1.0,5.0,7.0,1214.0,"(41.9076355, -87.7596148)",41.9076355, -87.7596148
Christ The King,School,9240 S HOYNE AVE,5.0,0.0,0.0,0.0,0.0,1491.0,"(41.7254553, -87.67451980000001)",41.7254553, -87.67451980000001
Christ The King Lutheran,School,3701 S LAKE PARK AVE,11.0,0.0,0.0,2.0,1.0,1400.0,"(41.8285967, -87.6059032)",41.8285967, -87.6059032
Christiana,Park,1533 S CHRISTIANA AVE,72.0,9.0,2.0,14.0,22.0,774.0,"(41.8597919, -87.7091286)",41.8597919, -87.7091286
Christopher,School,5042 S ARTESIAN AVE,269.0,10.0,14.0,64.0,99.0,57.0,"(41.8016594, -87.6858604)",41.8016594, -87.6858604
Churchill Field,Park,1825 N DAMEN AVE,91.0,16.0,0.0,4.0,24.0,819.0,"(41.9146158, -87.6775729)",41.9146158, -87.6775729
Cics _ Ellison,School,8001 S HONORE ST,49.0,3.0,0.0,4.0,6.0,1241.0,"(41.748439, -87.66944339999999)",41.748439, -87.66944339999999
Circle Rock Prep,School,118 N CENTRAL AVE,244.0,21.0,7.0,49.0,67.0,119.0,"(41.8828423, -87.7654124)",41.8828423, -87.7654124
Claremont,Park,2342 W FLOURNOY ST,209.0,17.0,4.0,39.0,60.0,194.0,"(41.8730337, -87.6854996)",41.8730337, -87.6854996
Clarendon Comm. Ctr.,Park,4501 N CLARENDON AVE,251.0,43.0,7.0,38.0,67.0,115.0,"(41.96367739999999, -87.64931589999999)",41.96367739999999, -87.64931589999999
Clark,School,1045 S MONITOR AVE,20.0,0.0,0.0,2.0,2.0,1437.0,"(41.8678731, -87.769894)",41.8678731, -87.769894
Clark,Park,4615 W JACKSON BLVD,157.0,5.0,9.0,38.0,40.0,299.0,"(41.8767224, -87.740962)",41.8767224, -87.740962
Clark,Park,3400 N ROCKWELL AVE,288.0,21.0,6.0,45.0,73.0,90.0,"(41.9433816, -87.6946043)",41.9433816, -87.6946043
Clark Middle,School,5101 W HARRISON ST,184.0,4.0,2.0,38.0,43.0,270.0,"(41.8724677, -87.7526627)",41.8724677, -87.7526627
Clay,School,13231 S BURLEY AVE,33.0,1.0,1.0,4.0,6.0,1317.0,"(41.65469340000001, -87.5440749)",41.65469340000001, -87.5440749
Clemente,Park,2334 W DIVISION ST,265.0,25.0,7.0,33.0,63.0,129.0,"(41.9033448, -87.685932)",41.9033448, -87.685932
Clemente Community HS,School,1147 N WESTERN AVE,298.0,30.0,8.0,40.0,76.0,77.0,"(41.9026168, -87.68612949999999)",41.9026168, -87.68612949999999
Cleveland,School,3121 W BYRON ST,114.0,6.0,2.0,13.0,20.0,726.0,"(41.9516981, -87.7059151)",41.9516981, -87.7059151
Clinton,School,6110 N FAIRFIELD AVE,278.0,20.0,9.0,58.0,95.0,66.0,"(41.9931865, -87.6982638)",41.9931865, -87.6982638
Clissold,School,2350 W 110TH PL,231.0,9.0,1.0,45.0,57.0,152.0,"(41.6929416, -87.6807159)",41.6929416, -87.6807159
Clover,Park,2210 N SOUTHPORT AVE,152.0,9.0,2.0,17.0,44.0,421.0,"(41.921982, -87.66321099999999)",41.921982, -87.66321099999999
Clybourn,Park,1755 N CLYBOURN AVE,128.0,15.0,4.0,2.0,36.0,599.0,"(41.9129985, -87.6524106)",41.9129985, -87.6524106
Cochran,Park,5554 N MAGNOLIA AVE,262.0,20.0,5.0,18.0,64.0,173.0,"(41.9834901, -87.66135100000001)",41.9834901, -87.66135100000001
Cockrell CPC,School,30 E 61ST ST,47.0,0.0,2.0,11.0,11.0,1156.0,"(41.7837259, -87.62422699999999)",41.7837259, -87.62422699999999
Cole,Park,361 E 85TH ST,50.0,1.0,2.0,10.0,21.0,1041.0,"(41.7401361, -87.6156496)",41.7401361, -87.6156496
Coleman,Park,900 E 54TH PL,27.0,2.0,0.0,6.0,2.0,1365.0,"(41.7964564, -87.6032658)",41.7964564, -87.6032658
Coleman Johnnie,School,1441 W 119TH ST,49.0,2.0,2.0,16.0,9.0,1004.0,"(41.6774712, -87.65955819999999)",41.6774712, -87.65955819999999
Coles,School,8441 S YATES BL,40.0,2.0,0.0,3.0,8.0,1276.0,"(41.74161429999999, -87.5655081)",41.74161429999999, -87.5655081
Coliseum,Park,1466 S WABASH AVE,85.0,6.0,3.0,11.0,20.0,847.0,"(41.8622781, -87.62571410000001)",41.8622781, -87.62571410000001
Collins HS,School,1313 S SACRAMENTO DR,102.0,3.0,6.0,21.0,31.0,627.0,"(41.86436250000001, -87.7010703)",41.86436250000001, -87.7010703
Columbia Explorers,School,4520 S KEDZIE AVE,135.0,6.0,3.0,25.0,24.0,542.0,"(41.8109217, -87.7044239)",41.8109217, -87.7044239
Columbus,School,1003 N LEAVITT ST,56.0,2.0,0.0,7.0,13.0,1132.0,"(41.8996893, -87.6814153)",41.8996893, -87.6814153
Columbus,Park,500 S CENTRAL AVE,493.0,28.0,5.0,87.0,170.0,15.0,"(41.8737893, -87.76496130000001)",41.8737893, -87.76496130000001
Comm Christian Alt Acad,School,1231 S PULASKI RD,223.0,21.0,11.0,36.0,72.0,128.0,"(41.865081, -87.7247639)",41.865081, -87.7247639
Comm Youth Developme,School,7832 S UNION AVE,266.0,18.0,8.0,59.0,74.0,74.0,"(41.7513598, -87.6416157)",41.7513598, -87.6416157
Commercial Club Pgd. Of,Park,1845 W RICE ST,158.0,10.0,4.0,21.0,33.0,438.0,"(41.896629, -87.6738079)",41.896629, -87.6738079
Connors,Park,871 N WABASH AVE,356.0,56.0,11.0,8.0,91.0,61.0,"(41.8985952, -87.6267053)",41.8985952, -87.6267053
Cook,School,8150 S BISHOP ST,59.0,5.0,1.0,14.0,12.0,1029.0,"(41.7458533, -87.66016599999999)",41.7458533, -87.66016599999999
Coonley,School,4046 N LEAVITT ST,121.0,6.0,7.0,12.0,31.0,609.0,"(41.9554175, -87.6839971)",41.9554175, -87.6839971
Cooper,Park,1332 W 117TH ST,21.0,2.0,1.0,0.0,3.0,1432.0,"(41.6812613, -87.65545940000001)",41.6812613, -87.65545940000001
Cooper,School,1624 W 19TH ST,156.0,24.0,9.0,32.0,44.0,278.0,"(41.8561772, -87.66726390000001)",41.8561772, -87.66726390000001
Copernicus,School,6010 S THROOP ST,28.0,0.0,0.0,3.0,2.0,1300.0,"(41.784509, -87.6573787)",41.784509, -87.6573787
Corkery,School,2510 S KILDARE AVE,164.0,10.0,4.0,26.0,49.0,296.0,"(41.8454986, -87.7320658)",41.8454986, -87.7320658
Corliss HS,School,821 E 103RD ST,50.0,3.0,2.0,15.0,6.0,1133.0,"(41.7065428, -87.6025983)",41.7065428, -87.6025983
Cornell,Park,5473 S CORNELL AVE,78.0,8.0,6.0,10.0,17.0,901.0,"(41.7958793, -87.5854264)",41.7958793, -87.5854264
Cornell,Park,1809 W 50TH ST,71.0,6.0,2.0,13.0,23.0,868.0,"(41.802523, -87.67007269999999)",41.802523, -87.67007269999999
Cornerstone Acad,School,1111 N WELLS ST,200.0,25.0,4.0,16.0,58.0,259.0,"(41.9026045, -87.634106)",41.9026045, -87.634106
Cosme,Park,2100 W 91ST ST,5.0,0.0,0.0,0.0,2.0,1489.0,"(41.7283392, -87.6746297)",41.7283392, -87.6746297
Cotton Tail,Park,44 W 15TH ST,50.0,1.0,3.0,5.0,9.0,1199.0,"(41.86191729999999, -87.6291188)",41.86191729999999, -87.6291188
Cottonwood,Park,5058 W WEST END AVE,64.0,1.0,1.0,6.0,11.0,1119.0,"(41.88343, -87.75254799999999)",41.88343, -87.75254799999999
Council Oak Montessori,School,11030 S LONGWOOD DR,64.0,6.0,0.0,17.0,14.0,972.0,"(41.69349829999999, -87.671672)",41.69349829999999, -87.671672
Courtenay,School,1726 W BERTEAU AVE,64.0,2.0,1.0,3.0,6.0,1187.0,"(41.9579923, -87.6718558)",41.9579923, -87.6718558
Cragin,Park,2611 N LOCKWOOD AVE,132.0,5.0,3.0,17.0,35.0,539.0,"(41.9281734, -87.7578479)",41.9281734, -87.7578479
Crane Tech HS,School,2245 W JACKSON BL,102.0,7.0,8.0,16.0,29.0,587.0,"(41.876848, -87.6832325)",41.876848, -87.6832325
Crawford,Park,1516 S KARLOV AVE,58.0,6.0,1.0,11.0,18.0,915.0,"(41.8600884, -87.72772909999999)",41.8600884, -87.72772909999999
Cregier Multiplex,School,2040 W ADAMS ST,89.0,6.0,4.0,15.0,23.0,772.0,"(41.87909250000001, -87.67842019999999)",41.87909250000001, -87.67842019999999
Creme De La Creme,School,2230 N DOMINICK ST,236.0,13.0,4.0,21.0,61.0,210.0,"(41.92221019999999, -87.667361)",41.92221019999999, -87.667361
Crescent,Park,2230 W 108TH PL,18.0,1.0,0.0,4.0,2.0,1428.0,"(41.6966693, -87.677689)",41.6966693, -87.677689
Cristo Rey Jesuit High Sch,School,1851 W CERMAK ROAD,100.0,7.0,1.0,12.0,28.0,640.0,"(41.851826, -87.67294079999999)",41.851826, -87.67294079999999
Crown Commercial Acad,School,2128 S ST LOUIS AVE,124.0,6.0,5.0,17.0,31.0,514.0,"(41.852819, -87.7128551)",41.852819, -87.7128551
CS Acad,School,8521 S COMMERCIAL AVE,33.0,0.0,0.0,8.0,6.0,1201.0,"(41.7403293, -87.551096)",41.7403293, -87.551096
Cuffe,School,8324 S RACINE AVE,103.0,10.0,3.0,22.0,34.0,579.0,"(41.7420731, -87.6535167)",41.7420731, -87.6535167
Cullen,School,10650 S EBERHART AVE,39.0,2.0,2.0,4.0,11.0,1238.0,"(41.7002756, -87.6116202)",41.7002756, -87.6116202
Curie,Park,4959 S ARCHER AVE,365.0,14.0,6.0,79.0,110.0,33.0,"(41.8022402, -87.721707)",41.8022402, -87.721707
Curie,Park,4959 S ARCHER AVE,365.0,14.0,6.0,79.0,110.0,33.0,"(41.8022402, -87.721707)",41.8022402, -87.721707
Curie HS,School,4959 S ARCHER AVE,611.0,23.0,10.0,138.0,210.0,7.0,"(41.8022402, -87.721707)",41.8022402, -87.721707
Curie HS,School,4959 S ARCHER AVE,611.0,23.0,10.0,138.0,210.0,7.0,"(41.8022402, -87.721707)",41.8022402, -87.721707
Curtis,School,32 E 115TH ST,130.0,13.0,8.0,28.0,39.0,420.0,"(41.6857487, -87.622046)",41.6857487, -87.622046
Daley Acad,School,5024 S WOLCOTT AVE,75.0,6.0,1.0,17.0,25.0,738.0,"(41.80240149999999, -87.6724481)",41.80240149999999, -87.6724481
Darwin,School,3116 W BELDEN AVE,238.0,18.0,3.0,30.0,53.0,198.0,"(41.9235103, -87.7053037)",41.9235103, -87.7053037
Davies,School,3014 W 39TH PL,73.0,3.0,1.0,5.0,12.0,977.0,"(41.8222433, -87.7003271)",41.8222433, -87.7003271
Davis,Park,5427 W DIVISION ST,79.0,8.0,5.0,14.0,20.0,837.0,"(41.9019434, -87.7621073)",41.9019434, -87.7621073
Davis,Park,4430 S MARSHFIELD AVE,122.0,13.0,6.0,18.0,25.0,528.0,"(41.8132366, -87.6668854)",41.8132366, -87.6668854
Davis Magnet,School,6730 S PAULINA ST,66.0,2.0,1.0,10.0,15.0,925.0,"(41.771165, -87.666045)",41.771165, -87.666045
Dawes,Park,8040 S DAMEN AVE,39.0,2.0,2.0,9.0,5.0,1250.0,"(41.7473168, -87.6730596)",41.7473168, -87.6730596
Dawes,School,3810 W 81ST PL,32.0,5.0,0.0,9.0,9.0,1157.0,"(41.7455946, -87.71863139999999)",41.7455946, -87.71863139999999
Daystar School,School,800 S WELLS ST,29.0,2.0,1.0,1.0,5.0,1277.0,"(41.8714475, -87.634244)",41.8714475, -87.634244
Daystar School,School,1550 S STATE ST,98.0,5.0,3.0,18.0,23.0,727.0,"(41.8604169, -87.6279242)",41.8604169, -87.6279242
De Diego Commercial Ac,School,1313 N CLAREMONT AVE,136.0,10.0,5.0,20.0,38.0,475.0,"(41.9057847, -87.6855288)",41.9057847, -87.6855288
De La Salle Institute,School,16 E 35TH ST,200.0,16.0,3.0,34.0,50.0,244.0,"(41.8310164, -87.62572139999999)",41.8310164, -87.62572139999999
De Priest,School,139 S PARKSIDE AVE,142.0,10.0,0.0,33.0,37.0,396.0,"(41.8781592, -87.7656299)",41.8781592, -87.7656299
Dean,Park,1356 N DEAN ST,172.0,27.0,5.0,20.0,53.0,292.0,"(41.9070952, -87.67072429999999)",41.9070952, -87.67072429999999
Dearborn,Park,865 S PARK TER,174.0,25.0,5.0,17.0,57.0,290.0,"(41.8704072, -87.6295464)",41.8704072, -87.6295464
Debow,Park,1126 E 80TH ST,62.0,2.0,0.0,5.0,6.0,1186.0,"(41.7496558, -87.5963147)",41.7496558, -87.5963147
Decatur Classical,School,7030 N SACRAMENTO AVE,9.0,0.0,0.0,3.0,2.0,1465.0,"(42.0095099, -87.70490769999999)",42.0095099, -87.70490769999999
Degeorge,Park,4905 W WABANSIA AVE,92.0,3.0,3.0,10.0,18.0,778.0,"(41.9114042, -87.7495842)",41.9114042, -87.7495842
Dejulio,Park,6056 N LANDERS AVE,42.0,0.0,0.0,9.0,16.0,1161.0,"(41.9909155, -87.75344899999999)",41.9909155, -87.75344899999999
Delano,School,3937 W WILCOX ST,279.0,40.0,15.0,56.0,75.0,65.0,"(41.8787797, -87.7248061)",41.8787797, -87.7248061
D'Elia,Park,6340 N LAKEWOOD AVE,85.0,7.0,1.0,2.0,18.0,968.0,"(41.997559, -87.663337)",41.997559, -87.663337
Deneen,School,7240 S WABASH AVE,88.0,1.0,1.0,17.0,25.0,704.0,"(41.762424, -87.624028)",41.762424, -87.624028
Dett,School,2306 W MAYPOLE AVE,161.0,5.0,2.0,22.0,37.0,364.0,"(41.8841724, -87.6849027)",41.8841724, -87.6849027
Dett,School,2306 W MAYPOLE AVE,161.0,5.0,2.0,22.0,37.0,364.0,"(41.8841724, -87.6849027)",41.8841724, -87.6849027
Dever,School,3436 N OSCEOLA AVE,32.0,3.0,0.0,13.0,8.0,1216.0,"(41.9425567, -87.81359049999999)",41.9425567, -87.81359049999999
Dewey,School,5415 S UNION AVE,97.0,3.0,3.0,22.0,27.0,668.0,"(41.7959436, -87.6423281)",41.7959436, -87.6423281
Dickinson,Park,4117 N LAVERGNE AVE,122.0,8.0,3.0,8.0,40.0,577.0,"(41.955363, -87.7522539)",41.955363, -87.7522539
Dirksen,School,8601 W FOSTER AVE,50.0,0.0,0.0,3.0,6.0,1261.0,"(41.97317200000001, -87.8416002)",41.97317200000001, -87.8416002
Disney Magnet,School,4140 N MARINE DR,379.0,29.0,5.0,22.0,81.0,63.0,"(41.9567418, -87.64699139999999)",41.9567418, -87.64699139999999
Dixon,School,8306 S ST LAWRENCE AVE,84.0,4.0,0.0,10.0,21.0,872.0,"(41.743127, -87.611012)",41.743127, -87.611012
Dixon,Park,8931 S DAUPHIN AVE,203.0,20.0,6.0,41.0,64.0,185.0,"(41.7320212, -87.6020322)",41.7320212, -87.6020322
Dobson,Park,7521 S DOBSON AVE,72.0,0.0,5.0,15.0,30.0,736.0,"(41.7578079, -87.59908949999999)",41.7578079, -87.59908949999999
Dodge,School,2651 W WASHINGTON BL,99.0,5.0,3.0,15.0,25.0,645.0,"(41.8826702, -87.69291419999999)",41.8826702, -87.69291419999999
Dogwood,Park,2734 W POLK ST,58.0,3.0,2.0,9.0,15.0,1062.0,"(41.8710725, -87.69486839999999)",41.8710725, -87.69486839999999
Donovan,Park,3620 S LITUANICA AVE,49.0,2.0,1.0,9.0,10.0,1168.0,"(41.8281504, -87.6478954)",41.8281504, -87.6478954
Dooley,Park,3426 W 77TH ST,17.0,2.0,0.0,1.0,0.0,1459.0,"(41.7533701, -87.70813199999999)",41.7533701, -87.70813199999999
Doolittle Inter,School,535 E 35TH ST,56.0,5.0,1.0,10.0,17.0,1033.0,"(41.8306422, -87.6122838)",41.8306422, -87.6122838
Doolittle West,School,521 E 35TH ST,58.0,6.0,1.0,14.0,20.0,964.0,"(41.8308964, -87.61344509999999)",41.8308964, -87.61344509999999
Dore,School,6108 S NATOMA AVE,23.0,0.0,0.0,2.0,4.0,1409.0,"(41.7803131, -87.78784519999999)",41.7803131, -87.78784519999999
